Date,Monitoring_Station,Geo_Zone,Latitude,Longitude,Season,AOD,AOD_Loading,PM2.5,Wind_Origin,Humidity_Profile,Temp_Profile,Rain_Status,Wind Speed,Wind Dir,Temperature,RH,Solar Rad,BP,Rain,V Wind Speed
2014-01-16,Agrabad,Coastal,22.323153,91.802209,Winter,0.703835294,Moderate AOD (0.3-0.8),159.36654386119258,Marine (Clean),Humid (>75%),Cool (<20°C),Light Rain,1.887916666666667,217.04625,17.322083333333335,80.07083333333334,105.54416666666668,1017.8695833333333,0.2,
2014-01-17,Agrabad,Coastal,22.323153,91.802209,Winter,0.379682353,Moderate AOD (0.3-0.8),161.94671200216584,Marine (Clean),Humid (>75%),Cool (<20°C),Light Rain,1.831428571428572,209.7019047619048,18.11047619047619,81.76380952380953,103.67190476190476,1017.1714285714284,0.29,
2014-01-18,Agrabad,Coastal,22.323153,91.802209,Winter,0.376988095,Moderate AOD (0.3-0.8),162.92483454674615,Marine (Clean),Humid (>75%),Warm (20-28°C),Light Rain,1.4016666666666666,142.145,20.929166666666667,77.22833333333334,140.96875,1018.29125,0.19,
2014-01-19,Agrabad,Coastal,22.323153,91.802209,Winter,0.556094118,Moderate AOD (0.3-0.8),164.5391747613887,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.08,201.3725,21.076666666666668,71.18708333333333,141.56125,1019.23,0.09,
2014-01-20,Agrabad,Coastal,22.323153,91.802209,Winter,0.523047059,Moderate AOD (0.3-0.8),162.12495448476926,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.7175,155.27416666666667,21.82041666666667,58.303333333333335,141.45624999999998,1019.2533333333332,0.43,
2014-01-21,Agrabad,Coastal,22.323153,91.802209,Winter,0.370035294,Moderate AOD (0.3-0.8),159.40539568856693,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.1075,226.05416666666667,20.355416666666667,70.07291666666667,147.94041666666666,1018.6654166666668,0.23,
2014-01-22,Agrabad,Coastal,22.323153,91.802209,Winter,0.265852941,Low AOD (<0.3),156.74688641798798,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.0404166666666668,167.88333333333333,21.855,61.614583333333336,154.06333333333333,1018.0083333333332,0.25,
2014-01-23,Agrabad,Coastal,22.323153,91.802209,Winter,0.251664706,Low AOD (<0.3),152.84323777994655,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.4058333333333335,168.75458333333333,22.581666666666667,57.44541666666667,154.56791666666666,1016.71125,0.1,
2014-01-24,Agrabad,Coastal,22.323153,91.802209,Winter,0.383670588,Moderate AOD (0.3-0.8),154.04589573945225,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.5391666666666666,195.05416666666667,22.13416666666667,63.09916666666667,139.15541666666667,1015.1654166666668,0.21,
2014-01-25,Agrabad,Coastal,22.323153,91.802209,Winter,0.4379,Moderate AOD (0.3-0.8),151.30415978992187,Continental (Polluted),Moderate (50-75%),Warm (20-28°C),Light Rain,2.86,304.62375000000003,22.337083333333336,58.84583333333333,146.00708333333333,1014.2441666666668,0.63,
2014-01-26,Agrabad,Coastal,22.323153,91.802209,Winter,0.481582353,Moderate AOD (0.3-0.8),147.7222091341347,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.959090909090909,237.91909090909093,20.673181818181817,63.73909090909091,151.67818181818183,1015.6190909090908,0.57,
2014-01-27,Agrabad,Coastal,22.323153,91.802209,Winter,0.356623529,Moderate AOD (0.3-0.8),144.75598651648875,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.465,265.04,20.17833333333333,61.22916666666666,165.79666666666665,1015.6333333333332,0.51,
2014-01-30,Agrabad,Coastal,22.323153,91.802209,Winter,0.177782353,Low AOD (<0.3),148.08646021527508,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.0341666666666667,180.00625,21.35166666666667,60.64208333333334,176.15833333333333,1015.80375,0.27,
2014-01-31,Agrabad,Coastal,22.323153,91.802209,Winter,0.224623529,Low AOD (<0.3),149.01215883015877,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.1495833333333336,217.31291666666667,21.692916666666665,59.78458333333333,167.9575,1015.7520833333332,0.39,
2014-02-01,Agrabad,Coastal,22.323153,91.802209,Winter,0.275,Low AOD (<0.3),151.2243540737026,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.3283333333333336,245.92791666666668,21.045652173913044,71.01173913043478,162.14583333333334,1015.0204166666668,0.47,
2014-02-02,Agrabad,Coastal,22.323153,91.802209,Winter,0.243052941,Low AOD (<0.3),152.4433340305802,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.9408333333333327,246.36625,21.249583333333334,64.76666666666667,168.5716666666667,1013.20875,0.25,
2014-02-03,Agrabad,Coastal,22.323153,91.802209,Winter,0.236964706,Low AOD (<0.3),149.86233800251742,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.5383333333333336,215.43791666666667,20.770416666666662,59.3775,177.5716666666667,1011.3095833333332,0.42,
2014-02-04,Agrabad,Coastal,22.323153,91.802209,Winter,0.357488235,Moderate AOD (0.3-0.8),151.91143908531902,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.123333333333333,206.66375,20.41708333333333,58.84333333333333,173.25541666666666,1010.1470833333332,0.25,
2014-02-05,Agrabad,Coastal,22.323153,91.802209,Winter,0.781847059,Moderate AOD (0.3-0.8),153.7961714631226,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.5383333333333336,142.02708333333334,21.06875,60.85458333333333,157.785,1010.18,0.29,
2014-02-06,Agrabad,Coastal,22.323153,91.802209,Winter,0.966558824,High AOD (>0.8),156.74458693377116,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.34375,150.42458333333337,22.379583333333333,65.54916666666666,148.66791666666668,1010.5666666666666,0.13,
2014-02-07,Agrabad,Coastal,22.323153,91.802209,Winter,0.434535294,Moderate AOD (0.3-0.8),156.5819811846279,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.6131818181818185,149.84045454545455,22.98590909090909,53.61909090909091,179.74636363636364,1010.0863636363636,0.24,
2014-02-08,Agrabad,Coastal,22.323153,91.802209,Winter,0.780364706,Moderate AOD (0.3-0.8),156.21447793914172,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.856521739130435,147.21608695652174,22.453478260869563,69.39086956521739,165.5904347826087,1008.9704347826088,0.32,
2014-02-10,Agrabad,Coastal,22.323153,91.802209,Winter,1.113666667,High AOD (>0.8),142.3303973189669,Marine (Clean),Humid (>75%),Warm (20-28°C),Light Rain,1.3792307692307693,146.43923076923076,22.815384615384616,85.01153846153846,79.35230769230769,1009.8123076923076,0.02,
2014-02-11,Agrabad,Coastal,22.323153,91.802209,Winter,0.159423529,Low AOD (<0.3),139.0650480458238,Marine (Clean),Humid (>75%),Warm (20-28°C),Light Rain,1.890434782608696,135.4186956521739,23.88409090909091,80.10181818181819,152.97,1009.437391304348,0.16,
2014-02-12,Agrabad,Coastal,22.323153,91.802209,Winter,1.070623529,High AOD (>0.8),136.57196189462329,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.043043478260869,186.73,23.38782608695652,67.37217391304348,139.70869565217393,1010.3565217391304,0.31,
2014-02-13,Agrabad,Coastal,22.323153,91.802209,Winter,0.338864706,Moderate AOD (0.3-0.8),132.81405587191244,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,3.2263636363636365,141.79045454545454,22.786363636363635,40.158181818181816,185.2240909090909,1013.6613636363636,0.36,
2014-02-14,Agrabad,Coastal,22.323153,91.802209,Winter,0.381676471,Moderate AOD (0.3-0.8),129.5739626242695,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.4191304347826086,148.62347826086955,22.727391304347822,41.99260869565217,184.3817391304348,1013.5360869565218,0.3,
2014-02-15,Agrabad,Coastal,22.323153,91.802209,Winter,0.649458824,Moderate AOD (0.3-0.8),127.11220275268171,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.0275,118.534,22.924,48.8705,183.7355,1011.818,0.2,
2014-02-18,Agrabad,Coastal,22.323153,91.802209,Winter,0.445658824,Moderate AOD (0.3-0.8),114.14213119710978,Marine (Clean),Moderate (50-75%),Cool (<20°C),Light Rain,2.926521739130435,171.3504347826087,18.985,61.9590909090909,232.44739130434783,1016.9,0.51,
2014-02-19,Agrabad,Coastal,22.323153,91.802209,Winter,0.229682353,Low AOD (<0.3),112.00521228697009,Marine (Clean),Moderate (50-75%),Cool (<20°C),Light Rain,2.5255,182.1135,19.261000000000003,65.693,198.0865,1014.806,0.3,
2014-02-20,Agrabad,Coastal,22.323153,91.802209,Winter,0.308294118,Moderate AOD (0.3-0.8),114.90725430529922,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.3804166666666668,184.2829166666667,21.795652173913044,64.0995652173913,227.10166666666663,1013.9795833333332,0.13,
2014-02-21,Agrabad,Coastal,22.323153,91.802209,Winter,0.264058824,Low AOD (<0.3),120.63848996127022,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.767826086956522,141.3508695652174,21.44363636363636,66.54,201.68739130434784,1014.8465217391304,0.2299999999999999,
2014-02-22,Agrabad,Coastal,22.323153,91.802209,Winter,0.425541176,Moderate AOD (0.3-0.8),125.04746795525107,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.8557894736842104,191.46105263157887,21.537222222222223,59.58944444444445,222.7905263157895,1015.8636842105263,0.13,
2014-02-23,Agrabad,Coastal,22.323153,91.802209,Winter,0.551594118,Moderate AOD (0.3-0.8),130.19793576218845,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.0168181818181816,198.75090909090912,23.00227272727273,56.62272727272728,216.06454545454545,1015.7963636363636,0.31,
2014-02-24,Agrabad,Coastal,22.323153,91.802209,Winter,0.452182353,Moderate AOD (0.3-0.8),131.39386977100415,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,3.306666666666666,101.50083333333332,22.11909090909091,59.92909090909091,219.01083333333327,1016.32,0.23,
2014-02-25,Agrabad,Coastal,22.323153,91.802209,Winter,0.446164706,Moderate AOD (0.3-0.8),127.46580814790642,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,3.4125,213.745,26.330625,42.74625,325.5925,1015.655625,0.4,
2014-02-26,Agrabad,Coastal,22.323153,91.802209,Winter,0.304729412,Moderate AOD (0.3-0.8),126.38692593332898,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,3.2204166666666665,149.11625,23.895,49.65166666666666,226.75708333333333,1014.3554166666668,0.6,
2014-02-27,Agrabad,Coastal,22.323153,91.802209,Winter,0.433723529,Moderate AOD (0.3-0.8),128.16927763400514,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.4308333333333336,175.68875,24.421666666666667,51.53875,211.46916666666667,1014.2495833333334,0.46,
2014-02-28,Agrabad,Coastal,22.323153,91.802209,Winter,0.784664706,Moderate AOD (0.3-0.8),127.76074250153664,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.127368421052632,230.82473684210527,23.626842105263155,58.23842105263158,98.81684210526316,1013.948947368421,0.35,
2014-03-01,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.191342466,Low AOD (<0.3),122.7704268766015,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.9258333333333333,237.7133333333333,24.727500000000003,56.38833333333333,227.46541666666667,1013.3025,0.66,
2014-03-02,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.188382353,Low AOD (<0.3),116.06823783763957,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,3.572608695652174,159.5578260869565,24.977391304347822,51.80608695652174,237.49913043478264,1012.5034782608697,0.68,
2014-03-03,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.256576471,Low AOD (<0.3),111.37107102279356,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,3.000869565217392,237.52217391304347,24.617391304347827,53.09521739130435,234.21478260869563,1013.5030434782608,0.66,
2014-03-05,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.288441176,Low AOD (<0.3),108.3089765703647,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.3233333333333333,220.4070833333333,24.131666666666664,50.12875,210.84625000000003,1014.0258333333333,0.47,
2014-03-06,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.316511765,Moderate AOD (0.3-0.8),109.01193197877843,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.53625,220.03416666666664,24.35625,47.126666666666665,223.9983333333333,1013.8120833333334,0.42,
2014-03-07,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.426952941,Moderate AOD (0.3-0.8),110.16186374250695,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.7269565217391305,184.0782608695652,24.41608695652174,43.5995652173913,216.0878260869565,1014.608695652174,0.52,
2014-03-08,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.278382353,Low AOD (<0.3),109.34571904005841,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,3.247142857142857,218.31714285714284,25.08761904761905,40.33190476190477,245.81761904761905,1015.434761904762,0.68,
2014-03-09,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.277064706,Low AOD (<0.3),107.7521673357567,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,3.175652173913044,172.2430434782609,24.593478260869563,39.22304347826087,224.4278260869565,1014.5939130434782,0.62,
2014-03-10,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.330018293,Moderate AOD (0.3-0.8),108.18202340233705,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.2069565217391305,190.8982608695652,24.38043478260869,46.05695652173913,212.7717391304348,1014.1621739130436,0.27,
2014-03-11,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.401852941,Moderate AOD (0.3-0.8),110.64586333474371,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.19,160.02913043478262,25.303478260869564,48.3195652173913,219.97000000000003,1014.5747826086956,0.3,
2014-03-12,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.275211765,Low AOD (<0.3),113.70250548159117,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.7171428571428573,160.14142857142855,25.335,58.863,227.8723809523809,1014.185238095238,0.12,
2014-03-13,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,1.519267857,High AOD (>0.8),118.8014546217469,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.423913043478261,196.94608695652173,25.84304347826087,59.35130434782609,171.1021739130435,1013.1565217391304,0.17,
2014-03-14,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.360223529,Moderate AOD (0.3-0.8),118.77541626199705,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.35625,205.45916666666665,27.23958333333333,55.11958333333333,192.64041666666665,1012.6491666666666,0.53,
2014-03-15,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.306141176,Moderate AOD (0.3-0.8),120.03933011071939,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.738695652173913,203.95,27.34695652173913,43.91130434782609,219.0913043478261,1013.9330434782609,0.54,
2014-03-16,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.361329412,Moderate AOD (0.3-0.8),121.44286108335359,Marine (Clean),Dry (<50%),Warm (20-28°C),Light Rain,2.149583333333333,174.41708333333335,26.677916666666665,42.64083333333333,219.33041666666668,1014.51375,0.29,
2014-03-17,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.241347059,Low AOD (<0.3),125.19141983297243,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.635909090909091,153.44636363636366,26.40047619047619,50.24952380952381,203.2659090909091,1013.2886363636364,0.28,
2014-03-18,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.805476471,High AOD (>0.8),126.11092763793064,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.7,163.7686956521739,25.443043478260872,72.83826086956522,183.518695652174,1013.1191304347828,0.17,
2014-03-19,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.764447059,Moderate AOD (0.3-0.8),123.5825167063539,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.808095238095238,138.30333333333334,25.42904761904762,72.78476190476191,208.0985714285714,1011.6690476190475,0.23,
2014-03-20,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,1.1116,High AOD (>0.8),119.38210821520822,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.4085714285714284,168.96714285714285,26.56952380952381,68.94809523809525,231.75476190476192,1010.7666666666668,0.37,
2014-03-21,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.7201,Moderate AOD (0.3-0.8),115.77150691083646,Marine (Clean),Humid (>75%),Warm (20-28°C),Light Rain,2.1145454545454543,159.9640909090909,26.26090909090909,79.49318181818181,180.8204545454545,1009.2695454545454,0.46,
2014-03-22,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.536558824,Moderate AOD (0.3-0.8),111.79245387793499,Marine (Clean),Humid (>75%),Warm (20-28°C),Light Rain,2.032857142857143,159.55238095238096,26.495238095238093,77.84380952380953,207.7461904761905,1008.6,0.6000000000000001,
2014-03-23,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.571928571,Moderate AOD (0.3-0.8),105.95479319635615,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,3.258260869565217,121.46173913043478,24.64434782608696,65.80826086956522,231.26913043478265,1011.58,2.26,
2014-03-24,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.298964706,Low AOD (<0.3),101.91528635083706,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.101304347826087,157.1434782608696,26.690454545454543,69.61545454545454,258.5152173913044,1012.3834782608697,0.38,
2014-03-25,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.388652941,Moderate AOD (0.3-0.8),52.5,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,1.7608333333333333,163.50625,26.04043478260869,69.37,251.0825,1011.5016666666668,0.31,
2014-03-30,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.552652941,Moderate AOD (0.3-0.8),92.17678402941432,Marine (Clean),Humid (>75%),Hot (>28°C),Light Rain,2.2579166666666666,163.77875,28.02208333333333,76.49333333333333,239.34,1007.4095833333334,0.44,
2014-03-31,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.604311765,Moderate AOD (0.3-0.8),89.49926468983409,Marine (Clean),Humid (>75%),Warm (20-28°C),Light Rain,2.054705882352941,143.67705882352942,27.148235294117647,83.28235294117647,136.4194117647059,1007.4717647058824,0.26,
2014-04-01,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,1.295941176,High AOD (>0.8),85.59129149704306,Marine (Clean),Humid (>75%),Hot (>28°C),Light Rain,2.723478260869565,166.70956521739132,28.151304347826088,77.08304347826088,187.56478260869565,1006.8908695652176,0.6,
2014-04-02,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.801276471,High AOD (>0.8),82.4195599636285,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,2.427619047619048,160.0961904761905,29.01809523809524,74.11047619047619,256.80809523809523,1007.2666666666668,0.5,
2014-04-03,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,1.359058824,High AOD (>0.8),80.33244642488486,Marine (Clean),Humid (>75%),Hot (>28°C),Light Rain,2.244347826086957,174.5995652173913,28.44260869565217,77.07130434782609,217.15217391304347,1008.7891304347828,0.42,
2014-04-04,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.975082353,High AOD (>0.8),82.06769138849904,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.9921052631578946,96.5978947368421,26.301052631578948,69.12105263157895,132.3557894736842,1009.1157894736842,2.02,
2014-04-06,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.384623529,Moderate AOD (0.3-0.8),76.74755446483105,Marine (Clean),Moderate (50-75%),Warm (20-28°C),Light Rain,2.40695652173913,160.69956521739132,27.87909090909091,72.53863636363636,216.7608695652174,1010.5965217391304,0.53,
2014-04-07,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,1.08592,High AOD (>0.8),74.19042916446617,Marine (Clean),Humid (>75%),Warm (20-28°C),Light Rain,3.240833333333333,166.84791666666666,27.952608695652174,76.20217391304348,222.41583333333327,1010.4304166666668,0.6,
2014-04-10,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.589129412,Moderate AOD (0.3-0.8),66.22225029549953,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,2.052608695652174,179.05826086956523,29.01826086956521,74.77478260869565,206.83695652173915,1009.888695652174,0.22,
2014-04-11,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.262070588,Low AOD (<0.3),67.11126334410443,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,1.7716666666666665,200.7633333333333,29.113333333333333,73.74416666666667,240.9725,1009.9529166666666,0.35,
2014-04-12,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.702311765,Moderate AOD (0.3-0.8),67.62364414414537,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,1.6604347826086956,193.09478260869565,29.36217391304348,70.99304347826087,259.11391304347825,1009.4821739130437,0.34,
2014-04-13,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.775535294,Moderate AOD (0.3-0.8),70.48825686093367,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,2.327826086956521,145.68826086956523,29.6408695652174,65.38739130434783,251.4117391304348,1010.188695652174,0.35,
2014-04-14,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.6477,Moderate AOD (0.3-0.8),72.68431507459842,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,2.1630434782608696,226.1652173913044,30.859565217391303,56.670869565217394,222.34478260869565,1010.1182608695652,0.42,
2014-04-15,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.588352941,Moderate AOD (0.3-0.8),75.98236734787639,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,1.9369565217391305,191.73565217391305,30.68217391304348,54.092173913043474,257.97521739130434,1009.6065217391304,0.33,
2014-04-16,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.895117647,High AOD (>0.8),78.6255038214318,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,1.6882608695652173,183.8886956521739,29.770434782608696,71.30391304347826,243.8482608695652,1008.294347826087,0.24,
2014-04-18,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.536264706,Moderate AOD (0.3-0.8),75.9160117813143,Marine (Clean),Humid (>75%),Hot (>28°C),Light Rain,2.049130434782609,157.11304347826086,29.03739130434783,75.14739130434783,248.17826086956524,1009.8169565217391,0.45,
2014-04-19,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.845817647,High AOD (>0.8),76.67498856589302,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,1.6995652173913045,193.09391304347827,30.51913043478261,68.13608695652174,230.1217391304348,1008.4217391304348,0.37,
2014-04-20,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.503576471,Moderate AOD (0.3-0.8),83.10524192511876,Marine (Clean),Moderate (50-75%),Hot (>28°C),Light Rain,1.430952380952381,185.31333333333333,31.76142857142857,54.24190476190476,240.6319047619048,1007.4223809523808,0.16,
2014-04-21,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.593070588,Moderate AOD (0.3-0.8),87.92682384247918,Marine (Clean),Dry (<50%),Hot (>28°C),Light Rain,2.0213636363636365,200.7113636363636,32.337272727272726,45.09727272727272,194.6209090909091,1007.9686363636364,0.42,
2014-04-22,Agrabad,Coastal,22.323153,91.802209,Pre-Monsoon,0.418717647,Moderate AOD (0.3-0.8),89.85124350287714,Marine (Clean),Dry (<50%),Hot (>28°C),Light Rain,2.3431818181818183,167.68363636363637,33.052727272727275,32.45636363636363,222.92818181818183,1009.4236363636364,0.39,
